Not using distributed mode
Namespace(model='lenet', dataset_name='mnist', data_path='data/mnist', output_dir='../model_training_results/mnist_lenet', print_freq=10, device='cuda', batch_size=128, epochs=10, workers=16, test_only=False, use_deterministic_algorithms=False, interpolation='bilinear', val_resize_size=256, val_crop_size=224, train_crop_size=224, backend='pil', use_v2=False, auto_augment=None, ra_magnitude=9, augmix_severity=3, random_erase=0.0, label_smoothing=0.0, mixup_alpha=0.0, cutmix_alpha=0.0, opt='sgd', lr=0.01, momentum=0.9, weight_decay=0.0001, lr_scheduler='steplr', lr_warmup_epochs=0, lr_warmup_method='constant', lr_warmup_decay=0.01, lr_step_size=30, lr_gamma=0.1, lr_min=0.0, clip_grad_norm=None, resume='', weights=None, model_ema=False, model_ema_steps=32, model_ema_decay=0.99998, cache_dataset=False, sync_bn=False, world_size=1, dist_url='env://', amp=False, norm_weight_decay=None, bias_weight_decay=None, transformer_embedding_decay=None, ra_sampler=False, ra_reps=3, start_epoch=0, distributed=False)
Loading MNIST data from data/mnist
Start Downloading MNIST train dataset
Took 29.097084283828735
Start Downloading MNIST test dataset
Took 0.01703953742980957
Creating data loaders
Creating model
Start training
Epoch: [0]  [  0/469]  eta: 0:10:07  lr: 0.01  img/s: 150.32994071600018  loss: 2.3016 (2.3016)  acc1: 11.7188 (11.7188)  acc5: 48.4375 (48.4375)  time: 1.2954  data: 0.4439  max mem: 101
Epoch: [0]  [ 10/469]  eta: 0:00:57  lr: 0.01  img/s: 12540.782807755197  loss: 2.3048 (2.3045)  acc1: 8.5938 (9.3040)  acc5: 49.2188 (48.8636)  time: 0.1263  data: 0.0406  max mem: 101
Epoch: [0]  [ 20/469]  eta: 0:00:31  lr: 0.01  img/s: 18405.53025472248  loss: 2.3027 (2.3023)  acc1: 9.3750 (9.9702)  acc5: 50.0000 (50.9301)  time: 0.0085  data: 0.0002  max mem: 101
Epoch: [0]  [ 30/469]  eta: 0:00:21  lr: 0.01  img/s: 10463.484223040792  loss: 2.2952 (2.2992)  acc1: 10.1562 (10.3327)  acc5: 53.9062 (51.9405)  time: 0.0079  data: 0.0008  max mem: 101
Epoch: [0]  [ 40/469]  eta: 0:00:17  lr: 0.01  img/s: 5294.219452306053  loss: 2.2869 (2.2953)  acc1: 11.7188 (11.0899)  acc5: 58.5938 (54.3064)  time: 0.0090  data: 0.0008  max mem: 101
Epoch: [0]  [ 50/469]  eta: 0:00:14  lr: 0.01  img/s: 38102.97459190916  loss: 2.2808 (2.2912)  acc1: 16.4062 (13.3272)  acc5: 64.0625 (56.5717)  time: 0.0097  data: 0.0005  max mem: 101
Epoch: [0]  [ 60/469]  eta: 0:00:12  lr: 0.01  img/s: 57765.32300408866  loss: 2.2666 (2.2848)  acc1: 26.5625 (17.3412)  acc5: 71.0938 (61.3217)  time: 0.0077  data: 0.0008  max mem: 101
Epoch: [0]  [ 70/469]  eta: 0:00:10  lr: 0.01  img/s: 12397.72104193608  loss: 2.2359 (2.2737)  acc1: 45.3125 (22.8543)  acc5: 90.6250 (65.7901)  time: 0.0089  data: 0.0012  max mem: 101
Epoch: [0]  [ 80/469]  eta: 0:00:09  lr: 0.01  img/s: 10293.95467270008  loss: 2.1491 (2.2471)  acc1: 58.5938 (27.6042)  acc5: 92.9688 (69.3094)  time: 0.0100  data: 0.0009  max mem: 101
Epoch: [0]  [ 90/469]  eta: 0:00:08  lr: 0.01  img/s: 17905.24653148346  loss: 1.8944 (2.1738)  acc1: 60.9375 (31.6449)  acc5: 94.5312 (72.1326)  time: 0.0081  data: 0.0002  max mem: 101
Epoch: [0]  [100/469]  eta: 0:00:07  lr: 0.01  img/s: 35973.66068078263  loss: 1.1586 (2.0497)  acc1: 68.7500 (35.8447)  acc5: 96.8750 (74.6287)  time: 0.0077  data: 0.0005  max mem: 101
Epoch: [0]  [110/469]  eta: 0:00:07  lr: 0.01  img/s: 34943.43348086436  loss: 0.8070 (1.9347)  acc1: 75.7812 (39.4074)  acc5: 97.6562 (76.7666)  time: 0.0063  data: 0.0005  max mem: 101
Epoch: [0]  [120/469]  eta: 0:00:06  lr: 0.01  img/s: 13136.706273857297  loss: 0.7508 (1.8362)  acc1: 76.5625 (42.5426)  acc5: 98.4375 (78.5447)  time: 0.0077  data: 0.0015  max mem: 101
Epoch: [0]  [130/469]  eta: 0:00:06  lr: 0.01  img/s: 13905.330674195136  loss: 0.5976 (1.7395)  acc1: 81.2500 (45.6584)  acc5: 98.4375 (80.0334)  time: 0.0087  data: 0.0016  max mem: 101
Epoch: [0]  [140/469]  eta: 0:00:05  lr: 0.01  img/s: 12675.801860509042  loss: 0.5286 (1.6496)  acc1: 84.3750 (48.4984)  acc5: 98.4375 (81.3774)  time: 0.0108  data: 0.0009  max mem: 101
Epoch: [0]  [150/469]  eta: 0:00:05  lr: 0.01  img/s: 34643.538233206426  loss: 0.4879 (1.5758)  acc1: 84.3750 (50.8123)  acc5: 99.2188 (82.5590)  time: 0.0112  data: 0.0010  max mem: 101
Epoch: [0]  [160/469]  eta: 0:00:05  lr: 0.01  img/s: 30124.055212658513  loss: 0.4547 (1.5052)  acc1: 85.1562 (53.0474)  acc5: 99.2188 (83.5938)  time: 0.0090  data: 0.0005  max mem: 101
Epoch: [0]  [170/469]  eta: 0:00:04  lr: 0.01  img/s: 40103.90020168821  loss: 0.4051 (1.4389)  acc1: 87.5000 (55.1124)  acc5: 99.2188 (84.5258)  time: 0.0083  data: 0.0007  max mem: 101
Epoch: [0]  [180/469]  eta: 0:00:04  lr: 0.01  img/s: 21226.066975052385  loss: 0.3656 (1.3811)  acc1: 88.2812 (56.9406)  acc5: 99.2188 (85.3462)  time: 0.0058  data: 0.0006  max mem: 101
Epoch: [0]  [190/469]  eta: 0:00:04  lr: 0.01  img/s: 31602.94984695079  loss: 0.3693 (1.3282)  acc1: 88.2812 (58.6060)  acc5: 100.0000 (86.1052)  time: 0.0079  data: 0.0017  max mem: 101
Epoch: [0]  [200/469]  eta: 0:00:04  lr: 0.01  img/s: 9777.466571964524  loss: 0.3250 (1.2771)  acc1: 90.6250 (60.2223)  acc5: 100.0000 (86.7887)  time: 0.0098  data: 0.0023  max mem: 101
Epoch: [0]  [210/469]  eta: 0:00:03  lr: 0.01  img/s: 31326.34566460497  loss: 0.3558 (1.2350)  acc1: 88.2812 (61.5114)  acc5: 100.0000 (87.3963)  time: 0.0088  data: 0.0011  max mem: 101
Epoch: [0]  [220/469]  eta: 0:00:03  lr: 0.01  img/s: 14183.422593257952  loss: 0.3558 (1.1936)  acc1: 88.2812 (62.7828)  acc5: 100.0000 (87.9596)  time: 0.0105  data: 0.0012  max mem: 101
Epoch: [0]  [230/469]  eta: 0:00:03  lr: 0.01  img/s: 41835.183667108235  loss: 0.3339 (1.1556)  acc1: 89.8438 (63.9543)  acc5: 100.0000 (88.4605)  time: 0.0088  data: 0.0012  max mem: 101
Epoch: [0]  [240/469]  eta: 0:00:03  lr: 0.01  img/s: 12735.640185031432  loss: 0.3339 (1.1211)  acc1: 90.6250 (65.0480)  acc5: 100.0000 (88.9263)  time: 0.0073  data: 0.0008  max mem: 101
Epoch: [0]  [250/469]  eta: 0:00:02  lr: 0.01  img/s: 45047.06427252895  loss: 0.2926 (1.0863)  acc1: 91.4062 (66.1572)  acc5: 100.0000 (89.3582)  time: 0.0065  data: 0.0009  max mem: 101
Epoch: [0]  [260/469]  eta: 0:00:02  lr: 0.01  img/s: 33651.179140027576  loss: 0.2463 (1.0557)  acc1: 92.9688 (67.1426)  acc5: 100.0000 (89.7480)  time: 0.0049  data: 0.0010  max mem: 101
Epoch: [0]  [270/469]  eta: 0:00:02  lr: 0.01  img/s: 30940.00184416782  loss: 0.2672 (1.0278)  acc1: 90.6250 (68.0437)  acc5: 100.0000 (90.1176)  time: 0.0065  data: 0.0009  max mem: 101
Epoch: [0]  [280/469]  eta: 0:00:02  lr: 0.01  img/s: 9204.500694361102  loss: 0.2403 (0.9993)  acc1: 92.1875 (68.9252)  acc5: 100.0000 (90.4665)  time: 0.0072  data: 0.0006  max mem: 101
Epoch: [0]  [290/469]  eta: 0:00:02  lr: 0.01  img/s: 32368.920294224044  loss: 0.2203 (0.9742)  acc1: 92.1875 (69.7138)  acc5: 100.0000 (90.7780)  time: 0.0073  data: 0.0018  max mem: 101
Epoch: [0]  [300/469]  eta: 0:00:02  lr: 0.01  img/s: 23216.039437837837  loss: 0.2084 (0.9491)  acc1: 93.7500 (70.5305)  acc5: 100.0000 (91.0844)  time: 0.0073  data: 0.0023  max mem: 101
Epoch: [0]  [310/469]  eta: 0:00:01  lr: 0.01  img/s: 42646.033203590436  loss: 0.2190 (0.9265)  acc1: 93.7500 (71.2520)  acc5: 100.0000 (91.3635)  time: 0.0064  data: 0.0012  max mem: 101
Epoch: [0]  [320/469]  eta: 0:00:01  lr: 0.01  img/s: 21676.86486049986  loss: 0.2534 (0.9054)  acc1: 92.9688 (71.9334)  acc5: 100.0000 (91.6229)  time: 0.0080  data: 0.0019  max mem: 101
Epoch: [0]  [330/469]  eta: 0:00:01  lr: 0.01  img/s: 35927.920230208125  loss: 0.2004 (0.8843)  acc1: 93.7500 (72.5996)  acc5: 100.0000 (91.8712)  time: 0.0082  data: 0.0027  max mem: 101
Epoch: [0]  [340/469]  eta: 0:00:01  lr: 0.01  img/s: 39836.08458855828  loss: 0.1874 (0.8639)  acc1: 93.7500 (73.2542)  acc5: 100.0000 (92.1050)  time: 0.0068  data: 0.0022  max mem: 101
Epoch: [0]  [350/469]  eta: 0:00:01  lr: 0.01  img/s: 38875.51860970311  loss: 0.1811 (0.8449)  acc1: 93.7500 (73.8448)  acc5: 100.0000 (92.3255)  time: 0.0065  data: 0.0016  max mem: 101
Epoch: [0]  [360/469]  eta: 0:00:01  lr: 0.01  img/s: 40076.95670349358  loss: 0.1845 (0.8267)  acc1: 93.7500 (74.4005)  acc5: 100.0000 (92.5316)  time: 0.0064  data: 0.0012  max mem: 101
Epoch: [0]  [370/469]  eta: 0:00:01  lr: 0.01  img/s: 43104.85042151746  loss: 0.1712 (0.8088)  acc1: 94.5312 (74.9705)  acc5: 100.0000 (92.7308)  time: 0.0077  data: 0.0014  max mem: 101
Epoch: [0]  [380/469]  eta: 0:00:01  lr: 0.01  img/s: 12785.684972612527  loss: 0.1522 (0.7922)  acc1: 94.5312 (75.4573)  acc5: 100.0000 (92.9154)  time: 0.0098  data: 0.0016  max mem: 101
